1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2,8.565115294,4,5.565115294,2,6.434884706,5.434884706,3,1,6,0,8,2,7,2,7,0
1,1,2,1.309346537,0.309346537,7,3.690653463,2,0.309346537,6,2,8,1.690653463,6.690653463,1,7.690653463,0
3,8,5,6,3,12,2,3,2,10.48491857,2,9,2,6,3,8.484918566,0
5.61471743,9.38528257,5,4.38528257,2.38528257,11,3.38528257,3.38528257,1.38528257,9.77056514,3,10,4.77056514,4.61471743,4,10,0
2,3.297115192,4,2,1,10.29711519,2,3,2,9.702884808,2,9.702884808,1.702884808,6,2,8,0
3,7.229184441,6,5.229184441,4,11.77081556,2.770815559,2,2,9,2,8.229184441,3.770815559,5,2.229184441,8,0
2,7,4,5,3,11,2.355684806,2,2,9,2,9,1.644315194,6,2,7.355684806,0
3,2,6,4,2.774709059,8,1.225290941,2,2,6.774709059,2,7.774709059,2.225290941,7,3,7,0
3,10.5703643,5.570364301,8,4,12,2.429635699,2,2,9,2,8.570364301,2,6,2.570364301,8,0
3.095220936,8.547610468,3.452389532,4.904779064,2,12.54761047,2.547610468,4,1.904779064,10.45238953,2.547610468,10,3,5.452389532,3,9.547610468,0
3.667034168,9,6,6.332965832,4.667034168,10,2.667034168,1,2,7.332965832,3,9,4.667034168,5,3,7,0
4,10.59725411,6,7.597254113,2.597254113,5,4,3,2.597254113,5,1,7,3,6.402745887,3,7,0
3,2,5,3,2,6,2,2,1.598964753,5,2,8,2,6.401035247,2.401035247,5.598964753,0
2.602488429,8,4.602488429,6,2.602488429,12,2.397511571,3,2,10,1.602488429,9,2,6,2,8,0
3.89606125,10.89606125,6.89606125,8,5.89606125,10,3.10393875,1,2,8,3,9,4.89606125,4.89606125,3,7,0
4,10.59457119,7,8,5,12,2.405428809,2,2,9.594571191,2,9,2,6,2.594571191,8,0
1,3,2,2,1,10,2.730024877,2,1,9,2,9,1,6,1.269975123,8,0
3,9,5,6.968480993,3,10.96848099,3.968480993,2,2,8,2,9.031519007,3,5,3,7.968480993,0
6.045177691,10.09035538,7,6.045177691,3.045177691,12,0.045177691,4,1,11,4,12,4.045177691,4,3.045177691,11,0
5.721511814,9.835464558,5.721511814,5.278488186,3,13.27848819,0,4.721511814,1.278488186,12,3,11,2,3.278488186,2,10,0
3,9,5,7,3.344707629,9,3,2,2,7.655292371,1.344707629,8,2,6,3,6.655292371,0
3,6.680659756,5,4.680659756,3,10.31934024,2,2,2,9,1.319340244,8.319340244,2,6,3,8,0
3,8.17077201,5,6,3,9,3,1.17077201,2.17077201,7,1.82922799,8,2,6,2,7,0
4.456022009,11.54397799,7,8,3.456022009,7.456022009,3.543977991,2.543977991,2.456022009,6.456022009,1,8,2.543977991,7,3,7,0
5.580313864,11,7.580313864,8,7.580313864,8,6.160627727,6.419686136,4.580313864,6.839372273,6,8.580313864,6,8,7,3.419686136,0
4,9,6,7,6,8,6.484481791,6.968963583,4,7,6,8.515518209,4.031036417,8,7.484481791,3.484481791,0
1,1,2,1.682928567,1,7,3.317071433,2,1,6.317071433,1.682928567,8,1.317071433,6,1,7,0
3,5,5,3.543846335,2,10.45615366,2,2,2,9,2,9,2,6,2,8,0
3,3.081783351,5,5.081783351,2,5.918216649,4,3,1.081783351,5.918216649,1,7.918216649,3,7,2,7,0
3,8,5.101268712,6,3.898731288,11,2,2,2.101268712,9,2,9,3,5.898731288,3,8,0
3.934343325,6.065656675,5.934343325,6,4.934343325,6.934343325,8,2,4,7,7,9,5,7.13131335,3,7,0
4,11,6,8,2,7.982735397,5.017264603,3,1,7,0,8,3,7,1.982735397,8,0
3,8,5.559043835,5,2,6,4.559043835,3,0.440956165,6,1,8,2,7,2,7,0
2.332074534,6,4.332074534,4,2,10,3,1.332074534,2,8,3,9.332074534,2,6,2,7.667925466,0
2.316825961,4,4.316825961,5,1.683174039,8,6,3,1,7,0,8,2,7,1.683174039,8,0
2,7,3.015383084,5,2.015383084,12,3.015383084,2.015383084,2,9.984616916,2,9,2,6,2,8,0
2,7,4,5,3,12.19174461,3.808255395,3,2,9.191744605,1.808255395,8.808255395,2,6,2,8,0
3,8.065233361,4.934766639,6.065233361,3,6,4.934766639,2.934766639,0.065233361,6,1,8,2,6,1.065233361,7,0
6,11.74377013,6,5.914590044,3,13,0.914590044,5,1.914590044,12,2.085409956,10.08540996,2,3,2,10,0
4,10,5.292063282,7,3.415873436,9,4,3,1.292063282,8,1.707936718,8,2.292063282,7,2.292063282,8,0
4,10.81162817,7,8.811628167,4.188371833,11,3,1.811628167,2.811628167,8.811628167,2,9,5.188371833,4.811628167,3,8.811628167,0
1,1,3,2,1,6.647955854,2,2,1,6.647955854,2,7.647955854,1,6,2,6.647955854,0
3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,0
4.359517081,11,6.359517081,8,3,9,3,3,3,7.640482919,1.359517081,9,3,6.359517081,3,9,0
3,8.801138077,5.801138077,6.801138077,4,11,3,1,2,8,3,9,3.801138077,5,2.801138077,8,0
3,5.996065537,5,5,4,9,7.003934463,3,4.996065537,6.996065537,8,6.003934463,4,10,3.003934463,5,0
2,2,4,3,2,8,2,2,2,8,1.715018174,8,2,6,2.715018174,7,0
2.197930572,9,4.197930572,6,2,6.802069428,4.197930572,3,1.802069428,6,1,8,2,7,2,7.802069428,0
2,4.537182096,4,3.537182096,2,8,2.537182096,2,2,7.537182096,2,8,2,6,2,7,0
3,8.118085382,5,5.118085382,1.118085382,6,6,3,1,6,0,8,2,6.118085382,1,7,0
6,11,8,9,8.6643639,7.6643639,7,8,3.3356361,7.3356361,5.6643639,8,3.3356361,8,9.3356361,2.328727801,0
5,11,8,8,5,11.22366801,2,3,3,9.223668013,1.776331987,9,4.552663974,7,4,8.776331987,0
1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,0
2,6,4,4,2,7.045117516,4,2,0.045117516,6.045117516,2,8,2,6,1.045117516,7.045117516,0
3.59618361,9,6,6.40381639,3,11,2,3,3,10,2,9,2,6,3,8,0
4,9,6.250789033,6.250789033,5,10.25078903,3,1,2,7.250789033,3,9,5.250789033,5,3,7.250789033,0
3.418932988,5,6,6.837865975,2,8,3.418932988,3,2,7,1,8,3,6.418932988,2.581067012,8,0
6,10,9,8,9,8,7.827582193,7.827582193,4,6.172417807,6,8.172417807,3.517253421,8,7.827582193,4,0
2,5,4,4,2,6.212960373,2.393519814,2,2,5.606480186,2,8,2,6.606480186,2,6.606480186,0
4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,5.623232951,0
3,5,5,8,2,7,6,3,1,6.715337622,0,8,2.715337622,7,1,8,0
2,3.636179932,4,2.636179932,2,9,1.636179932,2,1.636179932,8,2,9.363820068,1.363820068,6,1.363820068,7,0
3,8,5,6,3,5.643001532,4.643001532,3,0,5.643001532,1.356998468,7.643001532,2,6.356998468,1.356998468,7,0
3,5,4.247502345,4,3.247502345,7.752497655,8,2.247502345,4,7,8,8,4.247502345,9.247502345,3,6,0
9.631618952,13.63161895,8,8,4,10.63161895,0.631618952,3,0.736762097,10,4,11.36838105,3,4.368381048,4,9.263237903,0
4,9.904503675,6.904503675,6.904503675,2,7,5.095496325,3,1,7,0.904503675,8,3,7,2,8,0
3.823703598,9,6.823703598,7,5,6.176296402,5,2,3,4.176296402,1.176296402,6,4.823703598,6.647407196,5,4.176296402,0
4,9,6,6,4.546596702,10,2.546596702,1,2,7.453403298,3,9,5,5,3,7,0
3,5.688520543,5.311479457,4,2,8.688520543,2,2,2,7,1,8,2,7,2.688520543,7,0
3.773459556,8.546919112,5.773459556,7.546919112,5.546919112,6.773459556,8,2,5.546919112,7,7.773459556,9,5,10.54691911,3,7,0
1,1,2,1,0,7,4,2,0,6.570271461,2,8,2,7,1,8,0
2.998575083,8,4.998575083,5.998575083,2,8.001424917,5,3,1,7.001424917,0.001424917,8,2,7,2,8,0
3.056214368,7,6.056214368,5,4.528107184,7.471892816,5.528107184,2,3.528107184,6.471892816,1.471892816,6,2.528107184,5,3,7,0
3,7.317743815,5.158871908,5.317743815,4.158871908,8,5,0.841128092,3.158871908,6.841128092,2.158871908,6.158871908,2,6.158871908,4,5,0
3,5.676844202,5.323155798,3.676844202,2.676844202,8,2,2,2,6.676844202,1.676844202,8,2,6,2,7,0
6.465622416,10.46562242,8.465622416,8,8.465622416,7,6.534377584,8,4,7,5.534377584,8,4.465622416,8,11,2,0
4.565809558,11,7.565809558,8,6,6.434190442,3.868380885,1.565809558,3.434190442,4.434190442,2,6.565809558,5,5.434190442,5.434190442,5.434190442,0
2,1.756592429,4,2.756592429,2,7,2,2,2,6.243407571,2,8,2,7,3,7,0
2.158077155,6,5.158077155,4,3,6.158077155,5,1.158077155,3,5.158077155,2,6.841922845,2,6,3,4.158077155,0
3,7,5,5,3,11.80828178,3,2,2,9,1.191718216,8.191718216,2.191718216,5.808281784,2,7.191718216,0
2,7,4,5,3,11,3,2,2,9,2,9,1.910595195,6,2.910595195,8,0
7.844494318,12.42224716,6.844494318,6.844494318,3.422247159,9.422247159,0,3,2,9.422247159,4,12,3,5,4,6.844494318,0
5.025642762,8.025642762,7.051285523,7.025642762,6.051285523,8.974357238,7,3,4.025642762,7,7,6.025642762,5,9.948714477,4,5.974357238,0
1,1,2,1,0,7,4,2,0,6.973706601,2,8,2,7,1,8,0
6,9,8.37928643,8,8,8,7.37928643,3,5,7,7.62071357,8,5.62071357,8,4,5,0
3,10.0902444,5,8,3,13,3.909755598,4.909755598,3,12,0.090244402,8.090244402,2,6,3,9,0
6,11,6,6,4,10.94386644,2,4,2,11,4.056133558,12,5,3.056133558,5.056133558,10.94386644,0
2,4,4,3,2,10,2,2,2,9,2,9,2,6,2,8,0
3,8,5,6,3,12,3,2.172854545,2,10.17285454,2,9,2,6,2,8.172854545,0
3,4,5,3,2,10,1.385773252,3,1.614226748,9,2,9,2.614226748,6,2,8,0
4,10.36056063,6,8,4,12.63943937,2,4,3,11,1,9,3,7,3.639439365,9.639439365,0
2,7,4,5,2,12,2.534358513,4,3,11.53435851,2,9,2,6,3,9,0
2.403715483,6.403715483,5.403715483,4.403715483,3.403715483,5,5,2.403715483,2.403715483,3.596284517,2,6.596284517,2.807430967,6,3.403715483,3.403715483,0
1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
5.439325606,10.56067439,7.439325606,8,7.439325606,7.560674394,7.439325606,7.439325606,4,6.560674394,5.560674394,9,3,7.560674394,8,3.878651212,0
4,9,6,6,2,6.220309208,4,3,1,6,1,8,3,7,2,7,0
3,7,5,5,3,11,3,2,2,8.873685629,1.126314371,9,3,4.873685629,2,8,0
3,8,5,6,3,11.71865502,2,2.718655016,2,9.718655016,2,9,2,6,3,7.718655016,0
3,9,5,7,3,12.50737728,3,3.492622722,2.492622722,11,1,8.492622722,2,6,3,9,0
3,3.687919912,5,4.687919912,1,8,6,3,1,7,0.312080088,8,2,7,1,8,0
4,9,6,7,6,7.595544022,7.404455978,8,4,6.595544022,6,8.404455978,3,7.595544022,8,4.404455978,0
5,11,8,8,5,11.87901114,2,3,3,9.879011135,1.120988865,9,3.241977729,7,4,8.120988865,0
4,11.91513348,7,8,2.915133477,7,4.084866523,3,1.915133477,6,1,8,3,7,2.915133477,7,0
7.927108162,15,7.927108162,8,5.463554081,10.46355408,2,5,2,11,4.536445919,11.53644592,6.463554081,2.536445919,5.536445919,10.46355408,0
1,0,2,0,0,7.17858442,4,2,0,7,2,8,1,6,1,8,0
2.348152908,5,4.348152908,3.348152908,2,7,2.651847092,1,2,6,2,8,3,5,2.348152908,7.651847092,0
3,8.690016539,6,6.690016539,4,11,2.690016539,2,2,9,2,9,3,4.309983461,3,8,0
2.793339098,6.206660902,5.793339098,4.206660902,4,8,5,2,3.793339098,7,2,6,2,5.793339098,3.793339098,6.206660902,0
2.958255045,4,4.958255045,5,1,8,6,3,1,7,0,8,2,6.958255045,1,8,0
5,11,8,8,4,10,2,2,3,9,1,8,2.875490789,7,3.875490789,7.875490789,0
5,10.28482344,7,7.284823435,7.715176565,8,5,7.715176565,4,8,6,8,3.854470306,8.715176565,7.715176565,3.284823435,0
3,9,5,6,3,10,3,2,2,8,2.102953447,10,2.897046553,5.102953447,3,7,0
7.520357886,14.04071577,6.520357886,8,4,8,2,3,2,8,4.520357886,12,5,4.479642114,4.520357886,5.959284228,0
3.906023332,9,5.906023332,6,2.093976668,6,3,2.906023332,3,5.906023332,2,7.093976668,2.906023332,6,3,6.906023332,0
3,9,6,7,4,10.97446228,2.974462279,1,2,8,3,9,4,5,3,7.974462279,0
5,10.59699743,7,8.596997432,5,8,3.403002568,3,0.596997432,7,1.596997432,8,3.790992297,7.596997432,4.596997432,9.193994865,0
3.729311264,9,6.729311264,7,4.729311264,10.27068874,3,1,2,8,3,9,4,5,3,7.270688736,0
3.737940813,9,5.737940813,6.737940813,4,8,2,1,2,6.262059187,2,7.737940813,2,7,3,6,0
3,8,5,6,3,8.178529749,3,1.821470251,2,7,1.178529749,8,2,6,2.821470251,7,0
4.763981638,9,6.763981638,7,4,7.763981638,5,3,0,6,1,8,2,7,1,7.763981638,0
4,9.54527125,6.54527125,7.54527125,4.54527125,10.54527125,3,1.45472875,2,8,2,9.45472875,5.54527125,4.45472875,3,8,0
5,8.905624908,9,6.905624908,6,5.188750183,5,2,4,3.283125275,1.905624908,6.905624908,5.905624908,7,6.811249817,2.377500367,0
2,3,3.336942357,1,1,10.66305764,2,3,1,9,2,9,1,6,1.663057643,8,0
4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,5.080476763,0
3,4,5,3,2,10,1.390655266,3,1.609344734,9.609344734,2,9.609344734,2,6,2.609344734,8,0
3,11,5.278613542,8,2,8.721386458,6,3,1,7.721386458,0,8,2.278613542,7,2,8,0
1,2.546548098,2,1,1,7,2.226725951,2,1,6.773274049,2,8,1,6,1,7,0
4.588745318,10.41125468,7.588745318,8,4.588745318,11,2.588745318,1.411254682,2.411254682,8.411254682,2,9,4.411254682,6,3,8.411254682,0
2.388845212,3.611154788,4.388845212,5.611154788,2,6.611154788,3,3,3,6.611154788,1.388845212,7.611154788,3,6,3,7.611154788,0
4.049543105,10.9504569,7.049543105,8,6,6.950456895,5,1.049543105,4,4.950456895,2,6.049543105,5.049543105,6.049543105,6,5.90091379,0
2,1.632920595,4,2.632920595,1,6.367079405,2,2,2,5.367079405,2,8,2,6,2,6.367079405,0
5.856170479,11,4.856170479,6,3,10.42808524,2,3,1,9,4,11,3.428085239,4,4,8.428085239,0
3,7,5,5,3,12,3,2.609186206,2,9.609186206,1,8.609186206,2,6,2,7.609186206,0
5.11324871,10.11324871,5.11324871,5.11324871,3.11324871,11,2,4,1.11324871,11,4,11.11324871,4.11324871,3,4.11324871,10.11324871,0
3,8,5.367067249,6,3,12,2,3,2,10.63293275,2,9,2,6,3,8.632932751,0
5.411925749,13.41192575,5.411925749,7.411925749,4,12,2,3.588074251,1.411925749,11.41192575,3.411925749,11,4,3.411925749,4,11,0
4,9.358452951,7,7,5,6.358452951,5,2,3,4.358452951,1.358452951,6,4.283094099,7,4.641547049,4,0
3.655526106,9.344473894,6,6.344473894,2,7.655526106,3,3,3,7,1.655526106,8,3,6,3,7.655526106,0
3.578245849,7,5,5,3,7.578245849,2.421754151,2,2,5.578245849,2,8,2,6,2.578245849,6,0
2,4,3.633936263,3,1,11.63393626,3,3,2,10.36606374,1.366063737,9,1.366063737,6,2,9,0
1.971389284,3.971389284,3.971389284,2,1,11,2,3,2,9.028610716,2,9,1,6,2,8,0
8.234700297,12.2347003,6.469400593,6.469400593,3.234700297,10,0.765299703,2.234700297,2,10,4,12,3,5,4,8,0
4,11,6.982149184,8,4,12,2,3,3,10.01785082,1.982149184,9,3,7,3.982149184,9,0
3,11,5.706048912,8,2,8.293951088,6,3,1,7.293951088,0,8,2.706048912,7,2,8,0
3.907379019,9,6,7,3.907379019,11.90737902,2,3,3,10,2,9,2,6,3.907379019,8,0
4,7.75973095,5,5.75973095,3,7,5,2.24026905,0,7,1,8,2,7,1,8,0
6.654674224,10.30934845,6.654674224,5.309348448,3.654674224,10.34532578,0.654674224,4,1.654674224,11,5.654674224,13.65467422,4,5,4.654674224,11,0
4,10.12519862,5.125198618,8,4,6.125198618,5,3,0.874801382,6,1,8,2,7,1.874801382,7.125198618,0
2.192315756,2,4.192315756,3,2,6.807684244,2,2,1.807684244,5.807684244,2,8,2,7,3,6.615368488,0
3.90812895,9,6.90812895,7,5,7.90812895,5,2,3.90812895,5.90812895,1.09187105,5.09187105,3.09187105,5,4.09187105,5,0
4,9,6,6,2,7.706207028,4,3,1.293792972,7,1,8,3,7,2.293792972,8,0
5.256513086,8,8,7,7,6.743486914,7,2.256513086,5,7,8.743486914,10,5.769539258,11,3.256513086,7,0
2,6.036836717,4,4.036836717,2,8,4,2,1,7,1.963163283,8,2,6,1.963163283,8,0
6.525107778,11.94978444,5,6.474892222,3,9.050215555,1,2.525107778,1.474892222,9.525107778,4,12,3,4.474892222,4,7.050215555,0
4,8.11066926,6,7.11066926,6,7,8,2,4.22133852,7,8,8.11066926,5,8.33200778,4.77866148,6.11066926,0
5.184187732,6.368375465,7.184187732,5.368375465,6.184187732,6,6.184187732,3,5,7,8,10,8,11,3.184187732,7.815812268,0
4.970043551,9.029956449,7.970043551,6.029956449,6,9.029956449,5,2,5,8.059912898,1.029956449,5.970043551,3,6.970043551,4.059912898,7.029956449,0
1,0,2,0,0,7.558398405,3,2,0,7,2,8,2,6,1,8,0
2,1,3.705875735,1,1,7.705875735,4,2,0,7,2,8,2.294124265,6,1.705875735,8,0
5,10.69670466,7.696704656,8,4.696704656,9,2.696704656,2.303295344,3,8,1,8,2,7,3.303295344,7.303295344,0
3,9,6,7,4,10.64073907,2.640739074,1,2,8,3,9,4,5,3,7.640739074,0
4.10147304,9.10147304,4.10147304,4.10147304,3,10.10147304,3.10147304,4,2,10.10147304,4.79705392,10.89852696,5.10147304,4,4,10,0
5.938781734,11.12243653,5.938781734,6.061218266,4,11,2,4,2,11,4,11.93878173,5,3,4.938781734,10.93878173,0
3.525960264,10,6.051920528,8,4.525960264,6.525960264,3,1,2,5,2,8,3.051920528,5,3.525960264,6,0
9,14.80780853,7.096095734,8,4,8.192191468,1.807808532,3,2,8.192191468,4,12,4.807808532,5,4.903904266,7.096095734,0
4.755469456,8.244530544,6,6.244530544,6,7.755469456,8.755469456,7.244530544,4,6,6,8.244530544,3,7,7.244530544,5,0
3,4,5,3,2,10,1.859527946,2.140472054,2,9.140472054,2,9.140472054,2,6,2.140472054,8,0
2.679143346,5.679143346,4,4,2,10,2,2,2.679143346,8.320856654,2,8.320856654,2,6,2,8,0
3,5.961567564,5.038432436,4,2,7.961567564,1.961567564,2,2,6.961567564,1.038432436,7.961567564,2.076864872,6,3.038432436,7,0
3,4.014331609,6,6,2,6.985668391,5,3,1,6.985668391,0,8,2,7,2,7.985668391,0
1,0,2,1,0,7.829102091,4,2,0,7,2,8,1.170897909,7,1,8,0
4.135078229,8,6,6,6,8,8.135078229,7,4,6,6,8,3,7,7,4.135078229,0
3,8.490578031,6,6.490578031,4,11,2.490578031,2,2,9,2,9,3,4.509421969,3,8,0
4,9.713890443,6.643054778,7.356945222,4,8,2.356945222,2,3,6,1,7.356945222,2,7,3,7,0
3,5.813050581,5,4,2,9.813050581,2.813050581,1.813050581,2,8,2.813050581,9.813050581,2,6,2,7.186949419,0
4,9,6,6,2,6.842303548,4,3,1,6,1,8,3,7,2,7,0
4.698369524,7.301630476,6.698369524,5.301630476,6.698369524,7.301630476,8,7.698369524,4,6.698369524,5.301630476,8,3.698369524,7.698369524,8.396739048,4,0
2.450868603,6,4.450868603,4,1,8.450868603,4.549131397,3,1,7.450868603,1,8,2.450868603,6.549131397,2,8,0
3.112908029,8.112908029,5.112908029,5.112908029,2,6,4,3,1,6,1,8,2.112908029,7,2,7,0
4,8,6.025363205,6,3.050726409,9,3.050726409,2,3.050726409,8.050726409,1.025363205,7.949273591,2,6,3,7.025363205,0
2,4,3.73286706,3,1.73286706,9.26713294,2,2,1.73286706,8,2,9,1,6,1,7.26713294,0
2,1,3,1,0.783736695,7,4,2,0,7,2,8,2,7,1,7.216263305,0
3.997246259,9,5.997246259,7,3.997246259,12,3,3.002753741,2.002753741,10,1,9,2,7,3,8.002753741,0
3,7,5,5,3,11,3,2,2,8.078840485,1.921159515,9,3,4.078840485,2,8,0
3,7,5,5,3,10,2,2,2,9,1.443992743,8,2,6,3.443992743,8,0
2,1.134227444,3.134227444,3,1,7,2.134227444,1.134227444,2,6,1.865772556,7.134227444,2,5.134227444,2,7.865772556,0
2,4.428275166,4,3.428275166,2,6.143449668,2.428275166,2,2,5,2,8,2,5.428275166,2,6.571724834,0
2,4,4,3,1.779138165,8,2,2,2,7,2,8,2,6,2,7,0
3,8,5,6,3,11,2.702205208,3,2.297794792,10,2,9,2,6.702205208,3,8.702205208,0
3,8,5,5.00153958,2,7.00153958,5,3,1,7,0.99846042,8,2,7,2,7.00153958,0
7.239294196,13.3803529,6.239294196,7.380352902,4,10.2392942,4,3,2,8,4,10.3803529,5.380352902,5.380352902,4,8.619647098,0
1,0,2,0,0,7.669414658,4,2,0,7,2,8,2,7,1,8,0
6,14,6,8,4.553633765,11.44636624,2.553633765,3.553633765,2,11.44636624,3.446366235,11,4.553633765,3.446366235,4,11,0
3,11,5.177138556,8,2,9,5.822861444,3,1,8,0.177138556,8,2.177138556,7,2,8,0
2,4,4,3,2,10.95477975,2,2,2,9,2,9,2,6.045220247,2.045220247,8.045220247,0
3,10,5,7,2,6.10838417,5.89161583,3,1,6,0,8,2.10838417,7,1.10838417,7,0
5.105915119,9.894084881,5,4.894084881,2.894084881,11,2.105915119,3.894084881,1,10.78816976,4,11,4,3.211830238,4,9.894084881,0
2,5.575954587,3.424045413,4,2,11,3,3,2.575954587,10.57595459,2,9.575954587,2,6,2.575954587,8,0
3.565386447,8,6.565386447,6,4.565386447,9.434613553,5,1.565386447,4.565386447,9.130772894,2,6,2,6.434613553,3.434613553,8,0
3,10,5,7.321189187,3.321189187,6.678810813,3,1.678810813,2,5,2,7.321189187,2,5.678810813,2.321189187,6.678810813,0
3.309881488,9,6.309881488,7,4,12,3,2,2,9,2,9,2,6,2,8,0
2,4,4,3,2,9,2,2,1.633742154,8,2,9,1.366257846,6.366257846,1.366257846,7.366257846,0
2,3,3,1.868375726,1,10.13162427,2,2.131624274,1,9,2,9,1,6,2,8,0
3,8.656095707,6,6,3,11,2.656095707,2,2.343904293,9,2,9,3,5,3,8,0
5.892225878,13.89222588,5.892225878,7.892225878,4,12,2,3.107774122,1.892225878,11.89222588,3.892225878,11,4,3.892225878,4,11,0
3,8,5.811858863,5,2,6,4.811858863,3,0.188141137,6,1,8,2,7,2,7,0
3,2,5,3.036140698,2,8,2,2,2,7,1,8,2,6,2,7,0
5.08486686,11,4.04243343,6,3,10,1.95756657,3,1,9.04243343,4,11.04243343,3,4,4,8,0
3,9,5,6,4,8,2,1,2,6.748531195,2,7,2.251468805,6.748531195,3.251468805,6.251468805,0
3,5.055222773,4.944777227,4,2,10,2,2,2.055222773,8.944777227,2,8.944777227,2,6,2,8,0
4.70000319,11,7.70000319,8,5,12,2,2.70000319,2.70000319,10,1.29999681,9,2.70000319,6.70000319,3.70000319,8,0
2,7.029706172,4,5.029706172,3,13,3,3.029706172,2,10.02970617,1,8,2,6,2.029706172,8.029706172,0
2.371430372,4.628569628,4.371430372,3,2,10,1.628569628,3,2,10,2,9.371430372,2,6,2.371430372,8,0
3.806848869,9,5.806848869,6.806848869,3.806848869,12.80684887,2,4,2,11,1.193151131,8.193151131,3,7,3,9,0
4,8.259642092,6.740357908,6,5,6,5,2.259642092,3,4,1.740357908,6,2.519284183,5.740357908,3.259642092,4.519284183,0
4.072745309,11,6.072745309,8,5,7,4,2.072745309,0.927254691,7,1,8,2.072745309,7.072745309,2.072745309,7,0
3,2,5,3,2,6,2,2,1.141675698,5,2,8,2,6.858324302,2.858324302,5.141675698,0
4.213320194,7,5.426640388,5,5.426640388,7,6.426640388,8,4,7,5,8,4,8,9.786679806,2.426640388,0
3,2,5.975750399,4,2.975750399,8,1.024249601,2,2,7,2,8,2,7,2.975750399,7,0
3.249729027,9,6,7,5,7.750270973,5,0.499458054,4,5.750270973,2.500541946,6.750270973,2.249729027,6.750270973,4,5,0
5,9.366614056,5,5,3,11.63338594,2,4.633385944,1,11.63338594,3.366614056,10.36661406,3.366614056,3,2.733228111,10,0
1,1,2,1,0,7,4,2.923630576,0,7,1.076369424,8,2,7,1,8,0
3,7,5,5,3,12,2,2.076145104,2,10,2,9,2,6,3,8,0
5,9.339417094,7,7,4,8.339417094,5,3,0,6.678834187,1,8,2,7,1,8,0
5.019528467,7.019528467,7.019528467,5.019528467,7,6.980471533,7.980471533,7.980471533,4.019528467,7,5,8.019528467,4,8,9.039056935,3.980471533,0
5,9.154359642,6.154359642,7.154359642,4.154359642,7.154359642,4,3,0.845640358,7,1.845640358,8,2.845640358,7.845640358,3.154359642,8,0
2,4,3.206513288,3,2,10.20651329,2,2,2,9,2,9,1.206513288,6,2,8,0
5,10.96035115,9,8,7,10.03964885,5,1,5,9,1,5,3,7,4.039648851,8.039648851,0
2,7,4,5,3,11,2.478711435,2,2,9,2,9,1.521288565,6,2,7.478711435,0
4,10.05995046,7,8,5.059950464,10.94004954,3,1,2,8,2.059950464,9,5.940049536,4.059950464,3,7.940049536,0
4,5,6,4,4.976514315,7.023485685,7.976514315,3,5,7,8,8.976514315,6.95302863,9.976514315,3,6.976514315,0
2.431977693,7.568022307,4.431977693,5.568022307,2,12,2.431977693,4,3,11,2,10,2.568022307,6,3,9,0
3,9.451311139,5,6.902622279,3.451311139,6,3,1.548688861,2.548688861,5,2,8,2,5.548688861,3,6,0
3.919025908,9.080974092,6.919025908,7.080974092,5,10,3.080974092,1,2,8,3,9,4,4.919025908,3,7,0
2,4,3.556083997,3,1.556083997,10,2,2.443916003,2,9.443916003,2,9,2,6,2,8,0
4,7.856319408,6,6.856319408,5.856319408,7.143680592,8,2,4,7,7.856319408,8,5,7.856319408,4.856319408,6,0
3,9,5,6.664359336,3,9,3,2,2.335640664,7.664359336,1,8,2,6,2.664359336,7,0
2,3,3,2,1,10,2,2,1,8.919198377,2,9,1.080801623,5.919198377,1.919198377,8.080801623,0
1,3,2,2,1,9,2.520106313,2,1,8,2,8.520106313,1,6,1,7.479893687,0
2,1.272429018,4,3.272429018,2,8,1.272429018,2,2,8,2,8,2.727570982,6,3,7,0
5.929189444,13.92918944,5.929189444,7.929189444,4,12,2,3.070810556,1.929189444,11.92918944,3.929189444,11,4,3.929189444,4,11,0
3,5.668410377,5,7.668410377,2,7,6.331589623,3,1,6.668410377,0,8,3,7,1,8,0
4,9,6,6.967119565,3.967119565,11.96711956,2,3,3,10,2,9,2,6,3.967119565,8,0
3,8.214145704,5,6,3,8.214145704,3,2,2.214145704,6.214145704,1,8,2,6,2,7,0
3.853648428,7.853648428,6.853648428,5.853648428,4.853648428,5.853648428,5,2.146351572,3,3.853648428,2,6,2.292703144,6,3.146351572,4,0
7.341174477,12.22744965,6.227449652,7.113724826,3.113724826,11.88627517,1.886275174,3,0.886275174,10,4,11,3.886275174,4,4,9.113724826,0
2,0.409837715,3,1,0,7.590162285,4,2,0,7,2,8,2,6.409837715,1,8,0
3.089545197,7,5,5,3,8,2,2,2,6.910454803,2,7.089545197,2,6,3,6.910454803,0
1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8,0
2.574410298,7,4.574410298,5,2,9,3,2.574410298,2.574410298,7.425589702,1.574410298,8,2.574410298,6,3,8,0
1,0,2,1,0,7.683127659,4,2,0,7,2,8,2,7,1,8,0
